"Feature","Omics","p.value","FDR","FC"
"ENSG00000090316","Transcriptomics",1.25653536050905e-06,8.465004857351e-06,-0.859422100729476
"ENSG00000090339","Transcriptomics",1.68908657662782e-33,3.28740795150059e-31,4.32660407205864
"ENSG00000090372","Transcriptomics",0.0133674461274442,0.0346582986917235,0.219901920803539
"ENSG00000090376","Transcriptomics",0.000885146674469744,0.00323634036984592,0.855330702643038
"ENSG00000090382","Transcriptomics",0.5356982621856,0.67784218292466,0.324664186133742
"ENSG00000090432","Transcriptomics",0.785828539129206,0.866324354224627,0.0443725470513794
"ENSG00000090447","Transcriptomics",0.000128597550633082,0.00057384510437453,-2.28757274016658
"ENSG00000090470","Transcriptomics",0.885728684384248,0.931253267581112,0.0281766800277566
"ENSG00000090487","Transcriptomics",0.087058597312084,0.166673312830431,-0.370843636258322
"ENSG00000090520","Transcriptomics",0.0918694691124482,0.174329218897322,-0.312561343057236
"ENSG00000090530","Transcriptomics",7.15090490714575e-16,2.00395058244396e-14,2.58190212554286
"ENSG00000090539","Transcriptomics",0.285332721645547,0.428846557456236,-0.561912619254757
"ENSG00000090554","Transcriptomics",0.013244798037444,0.0344007358910647,0.826731644774193
"ENSG00000090565","Transcriptomics",0.948508929552626,0.970481897822447,0.0149758167812703
"ENSG00000090581","Transcriptomics",0.569920552662925,0.706445433586315,0.124860578530804
"ENSG00000090612","Transcriptomics",0.00909815727582061,0.0248976303325184,-0.503434120053371
"ENSG00000090615","Transcriptomics",0.092006765526773,0.174486757066568,0.212443393721664
"ENSG00000090621","Transcriptomics",0.101660697006591,0.189308443348095,0.269828580402395
"ENSG00000090659","Transcriptomics",0.258998820464754,0.398395701689358,-0.818705195757483
"ENSG00000090661","Transcriptomics",0.0603154820764537,0.123768683009625,-0.534649516570293
"ENSG00000090674","Transcriptomics",0.0346947730343231,0.0779795844176265,-0.472356023469412
"ENSG00000090686","Transcriptomics",0.00210875291373122,0.00693300962596876,-0.697253098956043
"ENSG00000090776","Transcriptomics",0.660104485098707,0.777127794175964,-0.228605950828717
"ENSG00000090857","Transcriptomics",0.422549608986889,0.571947623971245,-0.244001005386644
"ENSG00000090861","Transcriptomics",7.3923204873081e-06,4.25220487660649e-05,-1.12436566330417
"ENSG00000090863","Transcriptomics",0.0292520319366946,0.0673271913750225,-0.345083812708091
"ENSG00000090889","Transcriptomics",0.656459983940943,0.774278288197791,-0.278149079026235
"ENSG00000090905","Transcriptomics",0.0222678532516332,0.0534688108649234,-0.341258712763685
"ENSG00000090924","Transcriptomics",0.90411157615392,0.943145254167868,-0.0321525301178617
"ENSG00000090932","Transcriptomics",0.5014890249274,0.646801057419835,-0.439037669566131
"ENSG00000090971","Transcriptomics",0.102132131465743,0.190066426435829,-0.745894994948864
"ENSG00000090975","Transcriptomics",0.294586989366307,0.439436550885763,0.560617524756855
"ENSG00000090989","Transcriptomics",0.507374120729334,0.652443407553709,-0.121461734805405
"ENSG00000091009","Transcriptomics",0.0409167488460379,0.089462481661719,0.276349747944078
"ENSG00000091039","Transcriptomics",0.000124593156967351,0.000558085332081123,1.06697689750938
"ENSG00000091073","Transcriptomics",1.0499913853777e-11,1.66783833420846e-10,1.84316215747774
"ENSG00000091106","Transcriptomics",7.14554445603602e-20,3.24499327848343e-18,-3.75522981298243
"ENSG00000091127","Transcriptomics",0.0147056154605669,0.0376157070222561,0.839624453773084
"ENSG00000091129","Transcriptomics",1.58492191795855e-07,1.27304091106412e-06,4.02876598869694
"ENSG00000091136","Transcriptomics",0.753595024100333,0.843690394490966,-0.303672343169041
"ENSG00000091137","Transcriptomics",5.7193856356438e-12,9.39666409952573e-11,4.50805236966639
"ENSG00000091140","Transcriptomics",5.86648823093499e-07,4.20823706189103e-06,0.511015044882643
"ENSG00000091157","Transcriptomics",0.00173602762974316,0.00585987904524129,-0.511671269422958
"ENSG00000091164","Transcriptomics",0.000208704096415525,0.000886204327886685,0.547033230877945
"ENSG00000091262","Transcriptomics",0.000873279932844932,0.00319493098339529,-1.63959246057358
"ENSG00000091317","Transcriptomics",1.38064540945389e-07,1.12374130729953e-06,1.07874775518765
"ENSG00000091409","Transcriptomics",5.8964772316433e-06,3.45917549684116e-05,2.44707332343789
"ENSG00000091436","Transcriptomics",0.000247990390956895,0.0010363751331377,1.45124292909677
"ENSG00000091483","Transcriptomics",6.68350845902775e-05,0.000317861488501183,0.42108565194265
"ENSG00000091490","Transcriptomics",0.108695866335907,0.200243973443908,0.835039930061323
"ENSG00000091513","Transcriptomics",3.83977937689678e-08,3.47858478487053e-07,1.13030463465639
"ENSG00000091527","Transcriptomics",1.86162751802617e-15,4.9358211035571e-14,0.962048443414296
"ENSG00000091536","Transcriptomics",0.610664068309131,0.739360917714987,0.176181820794722
"ENSG00000091542","Transcriptomics",1.92199938721436e-08,1.82855833500186e-07,-1.0637533649198
"ENSG00000091592","Transcriptomics",0.667134094856254,0.782387230432997,0.298303037473085
"ENSG00000091622","Transcriptomics",1.13627408865255e-11,1.79316945270381e-10,4.02546241516443
"ENSG00000091640","Transcriptomics",0.340762552490737,0.490391286841914,0.239793858972619
"ENSG00000091651","Transcriptomics",0.95989013891429,0.977271456099735,-0.0225242939402184
"ENSG00000091656","Transcriptomics",0.179877696154367,0.300236912316463,-1.56119981794782
"ENSG00000091732","Transcriptomics",0.123836479777693,0.222233619174818,0.280129574856491
"ENSG00000091831","Transcriptomics",0.006960725133623,0.0197125341157907,2.29464619955519
"ENSG00000091844","Transcriptomics",0.414154073726762,0.56480194038459,-0.730751742391626
"ENSG00000091879","Transcriptomics",0.399838676607307,0.551264424832011,-0.605572087651045
"ENSG00000091947","Transcriptomics",6.82588093265931e-05,0.000324197310802706,-0.777618797863682
"ENSG00000091972","Transcriptomics",0.582780815177895,0.717627130474567,0.455285999520777
"ENSG00000091986","Transcriptomics",0.833659221825905,0.897946754105614,0.219131161896112
"ENSG00000092010","Transcriptomics",0.000108953443386694,0.000494534709334119,0.91366041397757
"ENSG00000092020","Transcriptomics",0.0987402859265029,0.184880981503784,0.275784179994596
"ENSG00000092036","Transcriptomics",0.045547999310112,0.0977226669632216,-0.578032201387508
"ENSG00000092051","Transcriptomics",0.00219606301255437,0.0071747780880558,-1.61386732368343
"ENSG00000092054","Transcriptomics",0.603659288684276,0.734201376755532,-0.509900593358781
"ENSG00000092067","Transcriptomics",2.19197864913469e-09,2.44164363866821e-08,-4.64461159195009
"ENSG00000092068","Transcriptomics",1.63046578805605e-05,8.78259719350995e-05,-2.39749239814123
"ENSG00000092094","Transcriptomics",6.50742298069416e-06,3.78250634759023e-05,-1.35792875995962
"ENSG00000092096","Transcriptomics",0.933807206739324,0.961438172221845,-0.0804130507163858
"ENSG00000092098","Transcriptomics",0.0582182672712733,0.120022792680005,0.437770320184531
"ENSG00000092108","Transcriptomics",0.55710961295623,0.695493645948247,-0.0793926921866552
"ENSG00000092140","Transcriptomics",0.0331378232540801,0.0750516608251934,-0.351491825804701
"ENSG00000092148","Transcriptomics",0.00499693904680552,0.0147575099979944,-0.246655012751255
"ENSG00000092199","Transcriptomics",5.35809482263417e-39,1.58162029006123e-36,1.32143538119201
"ENSG00000092200","Transcriptomics",2.88105198256634e-11,4.31694684122102e-10,4.08388896856942
"ENSG00000092201","Transcriptomics",0.258828118060228,0.398167705981473,-0.167751820490798
"ENSG00000092203","Transcriptomics",0.00805142199987778,0.0224388253406507,0.659316435244007
"ENSG00000092208","Transcriptomics",0.244407401031909,0.381156153427845,-0.349537953421378
"ENSG00000092295","Transcriptomics",0.0188103558371044,0.0462325909776262,0.897979542732757
"ENSG00000092330","Transcriptomics",0.00192443740591927,0.00640550853152343,0.923476744145451
"ENSG00000092345","Transcriptomics",3.67279462953473e-09,3.944746251285e-08,5.07676732876961
"ENSG00000092421","Transcriptomics",0.760486725431478,0.848065759609426,-0.179590384666933
"ENSG00000092439","Transcriptomics",0.0669423523499661,0.134661672487355,0.287815861330313
"ENSG00000092445","Transcriptomics",0.648820050316153,0.768388626623162,0.325239545465778
"ENSG00000092470","Transcriptomics",0.0200324490499232,0.048755628022975,-1.10483800577213
"ENSG00000092529","Transcriptomics",0.0179578713480314,0.0444454806379239,-1.33537388574816
"ENSG00000092531","Transcriptomics",0.00176990175408834,0.00595605737538638,-0.617204576189224
"ENSG00000092607","Transcriptomics",0.279132645731919,0.421743294565444,-1.08601688775793
"ENSG00000092621","Transcriptomics",0.724467851798603,0.824246812051459,-0.384095329836507
"ENSG00000092758","Transcriptomics",0.619486132366541,0.746375434717266,0.360277699361279
"ENSG00000092820","Transcriptomics",0.0456448827130618,0.0978594017347825,-0.445166157400565
"ENSG00000092841","Transcriptomics",0.114301277468864,0.20831343128741,0.230292480752741
"ENSG00000092847","Transcriptomics",8.02085390373062e-06,4.58693391956645e-05,-1.15706773376852
"ENSG00000092853","Transcriptomics",0.118796950412757,0.214936437711752,-0.85859419356052
"ENSG00000092871","Transcriptomics",1.52537976488874e-14,3.59255332658837e-13,1.84939929163428
"ENSG00000092929","Transcriptomics",0.00238934670487379,0.00773350136879014,-1.48488859990593
"ENSG00000092931","Transcriptomics",0.906906570507744,0.944714839853629,0.018346729609206
"ENSG00000092964","Transcriptomics",6.54484889436597e-09,6.69646555563927e-08,1.70792894329034
"ENSG00000092969","Transcriptomics",0.963125393204632,0.978933362355652,-0.044376964659287
"ENSG00000092978","Transcriptomics",0.580057941842517,0.71533583713042,0.0854519878696669
"ENSG00000093000","Transcriptomics",0.515066868505213,0.659904765313707,0.102811713824212
"ENSG00000093009","Transcriptomics",0.354732126511638,0.505441103216233,-0.633505006439438
"ENSG00000093010","Transcriptomics",0.628842496152591,0.753406873936222,0.275540597525618
"ENSG00000093072","Transcriptomics",0.439060266707304,0.588082176239539,0.320569381001198
"ENSG00000093100","Transcriptomics",0.715163780360014,0.817705985407115,0.637708842430257
"ENSG00000093134","Transcriptomics",1.06437145931714e-10,1.46019232501672e-09,4.18106430795285
"ENSG00000093144","Transcriptomics",0.022195576359363,0.0533169473620884,-0.466724413811021
"ENSG00000093167","Transcriptomics",6.89187132918692e-17,2.19931411011224e-15,1.71071948925802
"ENSG00000093183","Transcriptomics",1.14320528989953e-05,6.33307748334426e-05,0.699001405704393
"ENSG00000093217","Transcriptomics",5.85646108071011e-09,6.05156255545255e-08,-1.64137186257437
"ENSG00000094631","Transcriptomics",0.0715309915919012,0.142139054424342,0.41608494234286
"ENSG00000094661","Transcriptomics",0.586200477557252,0.720391796106998,0.242287897105946
"ENSG00000094755","Transcriptomics",0.83885065472799,0.90156465476591,0.15269322123846
"ENSG00000094804","Transcriptomics",0.00270206751771022,0.00861965378353128,-1.81214521875931
"ENSG00000094841","Transcriptomics",0.510782233763018,0.655873569359589,0.177263481794909
"ENSG00000094880","Transcriptomics",0.228419598689584,0.36153168117884,-0.141543654569916
"ENSG00000094914","Transcriptomics",0.000265421679960525,0.00110220008763912,-0.742460853600536
"ENSG00000094916","Transcriptomics",0.34503950330994,0.495017792071474,-0.254799376339094
"ENSG00000094975","Transcriptomics",0.000438878038005941,0.00172575706849344,0.607122714212785
"ENSG00000095002","Transcriptomics",5.43824481294077e-05,0.000263809240980537,-1.5893764010918
"ENSG00000095015","Transcriptomics",2.18363776526152e-12,3.81404422687838e-11,-1.73983042021901
"ENSG00000095059","Transcriptomics",0.769468932101327,0.854692019846134,-0.0329263371240538
"ENSG00000095066","Transcriptomics",0.813056272612593,0.884849431254862,0.0533034819349446
"ENSG00000095139","Transcriptomics",0.0433397844227137,0.093745838044783,0.324065544237661
"ENSG00000095209","Transcriptomics",4.12330427278505e-09,4.39133144770271e-08,0.828257185749523
"ENSG00000095261","Transcriptomics",0.096242595188026,0.180854387626008,-0.294619725509539
"ENSG00000095303","Transcriptomics",0.000217486579062509,0.000918870420271015,-1.37316881515852
"ENSG00000095319","Transcriptomics",5.37635876627505e-19,2.18898138182753e-17,1.3976137802344
"ENSG00000095321","Transcriptomics",0.00138412953618195,0.00478701781201298,-0.500227381305197
"ENSG00000095370","Transcriptomics",1.19516008990932e-12,2.18221446931794e-11,-3.08282965228341
"ENSG00000095380","Transcriptomics",0.307703955113341,0.453653937318936,-0.151039892738511
"ENSG00000095383","Transcriptomics",0.0611955649173325,0.125327781018834,-0.807864210544412
"ENSG00000095397","Transcriptomics",0.839345636646474,0.901919012635273,0.0944674455084118
"ENSG00000095485","Transcriptomics",0.747424490617725,0.839596700701925,0.0606998022446009
"ENSG00000095539","Transcriptomics",0.580985891666176,0.7158648342354,-0.349228904714706
"ENSG00000095564","Transcriptomics",7.38258322875814e-11,1.03689874357284e-09,1.04865838887353
"ENSG00000095574","Transcriptomics",3.49510252206602e-05,0.000176862173623747,0.72686979404051
"ENSG00000095585","Transcriptomics",2.0703508413221e-09,2.31929055981377e-08,-2.64895978628591
"ENSG00000095587","Transcriptomics",0.341722174247762,0.491412912317482,0.727408062914898
"ENSG00000095637","Transcriptomics",6.26426289568778e-05,0.00029954357972523,2.53962334405602
"ENSG00000095739","Transcriptomics",4.0016850346347e-05,0.000200039073238541,2.85144188081357
"ENSG00000095752","Transcriptomics",0.483888018752865,0.630435537746946,0.752583576903012
"ENSG00000095787","Transcriptomics",4.96163654440877e-05,0.00024315314011628,0.566034581061391
"ENSG00000095794","Transcriptomics",0.00578553607160513,0.0167732246462921,-0.827202772527967
"ENSG00000095906","Transcriptomics",0.120264602393746,0.217081774663233,-0.27702707466882
"ENSG00000095951","Transcriptomics",2.46108673590677e-12,4.24837301945856e-11,2.28964348634824
"ENSG00000095970","Transcriptomics",0.00734086647655935,0.0206601122145785,-0.706084764626091
"ENSG00000096060","Transcriptomics",1.33138208953814e-17,4.67859289440676e-16,2.34262860883124
"ENSG00000096063","Transcriptomics",0.0911832922682564,0.173295197828489,0.455959772408431
"ENSG00000096070","Transcriptomics",0.0393233693702544,0.0865808298006682,0.370223775755006
"ENSG00000096080","Transcriptomics",0.933512987921091,0.961358793410306,-0.0113298280785255
"ENSG00000096092","Transcriptomics",0.947560633183786,0.969866466733655,-0.0466187937496856
"ENSG00000096093","Transcriptomics",0.385329952111492,0.536692260289921,-0.407279577251002
"ENSG00000096384","Transcriptomics",0.378711170152044,0.52997420469049,0.16297339002475
"ENSG00000096401","Transcriptomics",0.0038780604420524,0.0118421256015845,0.201413074943839
"ENSG00000096433","Transcriptomics",0.0162169041823242,0.0408122948544365,1.64447697837574
"ENSG00000096654","Transcriptomics",2.17844410032483e-08,2.0544421438154e-07,-1.05601732310683
"ENSG00000096696","Transcriptomics",0.749006266982824,0.840928684281002,0.275240677052947
"ENSG00000096717","Transcriptomics",2.56465564583166e-08,2.39570760249602e-07,0.835266318171533
"ENSG00000096746","Transcriptomics",0.0206750531822711,0.0501748241862432,0.333500824424257
"ENSG00000096872","Transcriptomics",0.32216651934304,0.470007514339752,-0.194120935922251
"ENSG00000096968","Transcriptomics",5.58537431188409e-14,1.207845719631e-12,2.54487601057008
"ENSG00000096996","Transcriptomics",0.88078914480965,0.928772120964737,-0.0625829591712354
"ENSG00000097007","Transcriptomics",6.40295360834188e-06,3.73035234728102e-05,-0.775175668135662
"ENSG00000097021","Transcriptomics",0.566781128038365,0.703698602081142,0.164463178178748
"ENSG00000097033","Transcriptomics",6.53814400475747e-10,7.91504227397536e-09,1.02787810611755
"ENSG00000097046","Transcriptomics",0.286696881855906,0.430166763347167,-0.584585735243842
"ENSG00000097096","Transcriptomics",0.451597189568758,0.599613001308365,0.347573978359432
"ENSG00000099139","Transcriptomics",0.793507954925718,0.871987304690041,0.134041597413638
"ENSG00000099194","Transcriptomics",0.87586410181504,0.925341750611201,0.0717819769854645
"ENSG00000099203","Transcriptomics",0.560849741377628,0.698931168698225,0.0583636692592381
"ENSG00000099204","Transcriptomics",0.276084207393117,0.418257620372683,1.10281298435055
"ENSG00000099219","Transcriptomics",0.0146186916275883,0.0374149779503202,-0.682591729445017
"ENSG00000099246","Transcriptomics",1.0999068932343e-08,1.08345111157245e-07,0.784862977138522
"ENSG00000099250","Transcriptomics",6.29611552640997e-10,7.65343185231619e-09,-1.27672344179735
"ENSG00000099256","Transcriptomics",0.574095203381295,0.710041909712718,-0.274458101667413
"ENSG00000099282","Transcriptomics",6.14734922436157e-06,3.59207199315961e-05,-1.59943747083662
"ENSG00000099284","Transcriptomics",0.299291529064887,0.444638849218917,0.753451269573254
"ENSG00000099290","Transcriptomics",0.240553682530588,0.376298027848369,-0.282408224256203
"ENSG00000099308","Transcriptomics",7.02412686697031e-11,9.92059895860535e-10,-1.83222921075353
"ENSG00000099326","Transcriptomics",0.00304561070040711,0.00956906352934367,-0.678028973818142
"ENSG00000099330","Transcriptomics",3.27560733331497e-06,2.02705386024953e-05,-1.35341367169545
"ENSG00000099331","Transcriptomics",0.000113157730057883,0.000510868355099456,-0.779909585382375
"ENSG00000099337","Transcriptomics",5.47844221625719e-12,9.03432868641816e-11,-2.10758319663649
"ENSG00000099338","Transcriptomics",0.00448225068401319,0.0134113992554473,1.21523456228948
"ENSG00000099341","Transcriptomics",7.48766416821917e-10,8.98468970754266e-09,0.469701375546329
"ENSG00000099364","Transcriptomics",0.169545985984924,0.286506481053481,0.302062226092279
"ENSG00000099365","Transcriptomics",0.781445406189607,0.863392363632198,-0.134456469912054
"ENSG00000099377","Transcriptomics",7.76688058950998e-06,4.45319592492105e-05,-1.40714313741397
"ENSG00000099381","Transcriptomics",0.442605280891521,0.591616170244925,0.121275696090554
"ENSG00000099385","Transcriptomics",0.0118468026656049,0.0312509267218542,-0.435370244718247
"ENSG00000099622","Transcriptomics",0.00076582076923681,0.00284051343328861,0.334478508193795
"ENSG00000099624","Transcriptomics",0.0922509833735503,0.17481887080344,-0.29905303016911
"ENSG00000099625","Transcriptomics",0.828049567133454,0.894308328173114,-0.0960134666872811
"ENSG00000099783","Transcriptomics",0.000406839674755023,0.00161161652417495,0.555416098093136
"ENSG00000099785","Transcriptomics",0.887196731537715,0.932254008440491,-0.0391815744891762
"ENSG00000099795","Transcriptomics",0.0459852400559935,0.0984699052873535,-0.286928746764202
"ENSG00000099797","Transcriptomics",0.895501402289798,0.937365563590698,-0.0239833734837772
"ENSG00000099800","Transcriptomics",0.0536250421227427,0.111999188801403,-0.363368052771425
"ENSG00000099804","Transcriptomics",0.0328235788887684,0.0744878063154596,0.32064904928906
"ENSG00000099810","Transcriptomics",0.0472091575527445,0.100713248544526,-0.848073442252825
"ENSG00000099814","Transcriptomics",1.65638223257988e-06,1.08773399040498e-05,1.41200260189047
"ENSG00000099817","Transcriptomics",0.68708959728059,0.797009732797804,-0.0607303032730096
"ENSG00000099821","Transcriptomics",0.000246668500322484,0.00103109412537444,-0.754478220724531
"ENSG00000099822","Transcriptomics",0.434514522836185,0.584024187140599,-0.601274258116234
"ENSG00000099840","Transcriptomics",0.0280574131409509,0.0649744827588103,-0.939026584654766
"ENSG00000099849","Transcriptomics",9.92449072656569e-06,5.55715002397107e-05,-1.62283139313499
"ENSG00000099860","Transcriptomics",2.88657389916372e-19,1.20009648657485e-17,3.09707788345254
"ENSG00000099864","Transcriptomics",0.594351661823272,0.727271989751657,0.479156220324909
"ENSG00000099875","Transcriptomics",8.75900934510414e-16,2.42013751187425e-14,-1.89151516875156
"ENSG00000099889","Transcriptomics",0.00894234358918875,0.0245575041730065,-0.791949892820941
"ENSG00000099899","Transcriptomics",0.0171785075362165,0.0428036785275648,-0.572096100983204
"ENSG00000099901","Transcriptomics",0.648741572332211,0.768388626623162,0.130680856780417
"ENSG00000099904","Transcriptomics",0.850568781247586,0.908535292483927,0.036111473202157
"ENSG00000099910","Transcriptomics",0.000236597201312454,0.000992979391574615,-1.10504282201415
"ENSG00000099917","Transcriptomics",3.92532651765609e-10,4.92710545387717e-09,0.719009431742745
"ENSG00000099937","Transcriptomics",0.00123721828330246,0.0043476930586448,1.97787930533641
"ENSG00000099940","Transcriptomics",5.04460643302579e-09,5.27731981897931e-08,-0.658437832238348
"ENSG00000099942","Transcriptomics",0.0358018223319802,0.0800018819339473,-0.247350160949335
"ENSG00000099949","Transcriptomics",0.607245966236459,0.7371441609331,-0.08737706185072
"ENSG00000099953","Transcriptomics",0.665175630718695,0.781073101880184,0.348656228161024
"ENSG00000099954","Transcriptomics",0.0160970080173455,0.04056445683662,1.36111940925857
"ENSG00000099956","Transcriptomics",0.624319288899824,0.750102867919456,0.0737179130445324
"ENSG00000099958","Transcriptomics",0.692425647947552,0.800963402181379,0.197719819267581
"ENSG00000099968","Transcriptomics",8.56004713261327e-16,2.36895542279355e-14,1.70733190156371
"ENSG00000099974","Transcriptomics",0.448520653811013,0.596735975033567,-0.878823822393056
"ENSG00000099977","Transcriptomics",0.4914406599457,0.637181956683623,0.0866735957675656
"ENSG00000099985","Transcriptomics",2.84007259388098e-10,3.63705898121663e-09,-1.92423729080445
"ENSG00000099991","Transcriptomics",2.68974705591642e-05,0.000139252002652253,-0.940642782707695
"ENSG00000099992","Transcriptomics",5.24770386796246e-05,0.00025603879670932,0.999966732243296
"ENSG00000099994","Transcriptomics",0.730229745469326,0.82861987583337,-0.352038249776655
"ENSG00000099995","Transcriptomics",0.479965746790102,0.62636433283952,0.115370133548118
"ENSG00000099998","Transcriptomics",0.616834056338103,0.744192588939733,-0.403027215847511
"ENSG00000099999","Transcriptomics",0.879501548356269,0.927772195735277,0.041954585994493
"ENSG00000100003","Transcriptomics",0.0866798501054617,0.166055903214476,1.45246643937652
"ENSG00000100014","Transcriptomics",0.000199807422238161,0.00085344696855032,-0.427501386121371
"ENSG00000100023","Transcriptomics",3.75383987404743e-09,4.02203617720835e-08,-0.757915559102219
"ENSG00000100024","Transcriptomics",4.574929230422e-26,3.9333287184468e-24,4.90432112776507
"ENSG00000100027","Transcriptomics",0.230548927679619,0.364088458148349,-0.689613077450661
"ENSG00000100028","Transcriptomics",0.726968255311197,0.826249054580978,0.0493950143435299
"ENSG00000100029","Transcriptomics",0.0705192593249506,0.140427996616168,0.403256291962906
"ENSG00000100030","Transcriptomics",0.0887962635281924,0.169432301588862,-0.296072552250788
"ENSG00000100031","Transcriptomics",0.479269760483611,0.62570741028492,-0.298564988175123
"ENSG00000100034","Transcriptomics",3.02029464801103e-07,2.29384384695212e-06,-1.20755166320049
"ENSG00000100036","Transcriptomics",0.100264563766398,0.187161223531479,0.471872398580922
"ENSG00000100038","Transcriptomics",0.000324595981776199,0.00132189455811411,-0.51836730715531
"ENSG00000100055","Transcriptomics",0.033845072632073,0.0763994495777014,-1.19458141400811
"ENSG00000100056","Transcriptomics",0.27303012338492,0.414577890541009,0.222532653253014
"ENSG00000100058","Transcriptomics",0.19660401884012,0.321816430469258,-0.401322704362398
"ENSG00000100060","Transcriptomics",1.96772033209753e-07,1.55373583601335e-06,-2.00789908260229
"ENSG00000100065","Transcriptomics",0.436313935250145,0.585199250830391,-0.730074106487756
"ENSG00000100068","Transcriptomics",0.035786187055553,0.0800018819339473,-0.794318986224749
"ENSG00000100075","Transcriptomics",0.911561288940624,0.947128130324096,0.0214782591272237
"ENSG00000100077","Transcriptomics",0.195295045376865,0.320138196692309,-0.36684923706852
"ENSG00000100083","Transcriptomics",0.0801649517109786,0.155833767945686,-0.39670757409672
"ENSG00000100084","Transcriptomics",0.000130501122325785,0.000581460472330055,0.841670156329483
"ENSG00000100092","Transcriptomics",3.11812962321955e-05,0.000159288127363258,-1.38813636651423
"ENSG00000100095","Transcriptomics",0.177989561435748,0.297757513705897,-1.23849033879059
"ENSG00000100097","Transcriptomics",0.0500805269880056,0.1058444168836,0.468840915308214
"ENSG00000100099","Transcriptomics",0.526283176056179,0.669962271588601,-0.0962222436146723
"ENSG00000100100","Transcriptomics",0.652496702689466,0.771401715595297,-0.279854908388801
"ENSG00000100104","Transcriptomics",0.00424162791366192,0.0128022276719268,-0.546115252723708
"ENSG00000100105","Transcriptomics",7.44269377337062e-05,0.000350696244747769,-0.690222377129729
"ENSG00000100106","Transcriptomics",0.112419506610375,0.205730717253188,-0.276381606970661
"ENSG00000100109","Transcriptomics",0.157897819931243,0.271086495618675,0.210970220822551
"ENSG00000100116","Transcriptomics",0.563351631797968,0.700865464370175,-0.294975064778543
"ENSG00000100122","Transcriptomics",0.583331322326367,0.718036437680542,-0.23408768881538
"ENSG00000100124","Transcriptomics",0.0399091917082869,0.0876853609161977,-0.333448134543042
"ENSG00000100129","Transcriptomics",0.175039665384905,0.294185567814771,0.264380492023078
"ENSG00000100138","Transcriptomics",0.0400122427293337,0.087897883844493,-0.480945852642158
"ENSG00000100139","Transcriptomics",2.95193140598637e-19,1.22439478059543e-17,1.98706882503084
"ENSG00000100142","Transcriptomics",0.54346665911199,0.683679074657913,-0.0825645214072056
"ENSG00000100147","Transcriptomics",1.5640229958865e-17,5.41023657815348e-16,-2.07730624310617
"ENSG00000100150","Transcriptomics",0.0441093644051387,0.0951432167798577,-0.541383086869603
"ENSG00000100151","Transcriptomics",0.000705864573145019,0.00264136223430624,-0.742984342949537
"ENSG00000100154","Transcriptomics",0.33027623298425,0.47876267493731,-0.653295939791375
"ENSG00000100162","Transcriptomics",0.136722718595915,0.240729304011556,-0.81879905829948
"ENSG00000100167","Transcriptomics",0.00250517451925789,0.00805979035614467,-1.7644638469624
"ENSG00000100181","Transcriptomics",0.35808028218181,0.50898554395843,-0.367321614244709
"ENSG00000100196","Transcriptomics",0.749214704632891,0.841002765480614,0.30635796063405
"ENSG00000100197","Transcriptomics",0.230510333683066,0.364059971451826,0.523288600155517
"ENSG00000100201","Transcriptomics",0.00908417987907513,0.0248670648899999,-0.262364261411469
"ENSG00000100206","Transcriptomics",0.31154183554153,0.458244120029569,-0.667742753608963
"ENSG00000100207","Transcriptomics",0.10337776042826,0.192081778739499,0.209482991187653
"ENSG00000100209","Transcriptomics",0.2369165622244,0.371691844588214,0.332583802320508
"ENSG00000100211","Transcriptomics",0.00911616027445567,0.0249429498709501,-0.766494832875701
"ENSG00000100216","Transcriptomics",0.51275366569792,0.657689757617023,-0.143614580811205
"ENSG00000100219","Transcriptomics",2.59550354051334e-17,8.7062430314454e-16,2.33010943101109
"ENSG00000100220","Transcriptomics",0.00647661744068141,0.0185310777854456,0.727723517659304
"ENSG00000100221","Transcriptomics",0.00385696806070132,0.0117878794345265,0.429563409439959
"ENSG00000100225","Transcriptomics",0.0637785981285028,0.129643377878333,0.382343335082561
"ENSG00000100226","Transcriptomics",3.83108516663685e-30,4.88146398462628e-28,2.69704331021038
"ENSG00000100227","Transcriptomics",0.0107867678225664,0.0288848571069662,0.431782968647784
"ENSG00000100228","Transcriptomics",0.602639178659109,0.733388438090964,-0.460662848673608
"ENSG00000100234","Transcriptomics",0.235154315922931,0.369549076247652,0.884923673668395
"ENSG00000100239","Transcriptomics",0.85421766512578,0.911484027262361,0.0288217859835392
"ENSG00000100241","Transcriptomics",2.1319824299243e-07,1.665617151142e-06,0.570428640935002
"ENSG00000100242","Transcriptomics",0.129897013159584,0.23112376934593,0.305187489791239
"ENSG00000100243","Transcriptomics",2.4755898902528e-10,3.1933847448119e-09,1.15055597156955
"ENSG00000100246","Transcriptomics",0.306316063549482,0.45202164651932,-0.203012013847398
"ENSG00000100258","Transcriptomics",0.0072533109140063,0.020446186471107,0.383020273907892
"ENSG00000100263","Transcriptomics",0.241897545447986,0.378032950448185,-0.17303965917781
"ENSG00000100266","Transcriptomics",0.229796269705374,0.363223715551261,-0.236212577620533
"ENSG00000100271","Transcriptomics",0.00477060419365616,0.0141741605223694,-1.17206925336004
"ENSG00000100276","Transcriptomics",0.249884425151643,0.387573610111284,-0.532116261542152
"ENSG00000100280","Transcriptomics",0.000379034575022181,0.0015167190007343,-0.887324839166192
"ENSG00000100281","Transcriptomics",5.05597861930411e-06,2.99787202298276e-05,0.475326600681655
